   93.00	   54.00
   90.00	   30.00
   64.00	   39.00
   78.00	   59.00
   90.00	   42.00
   68.00	   50.00
   71.00	   49.00
   93.00	   26.00
   80.00	   49.00
   72.00	   55.00
   67.00	   39.00
   77.00	   58.00
   72.00	   30.00
   87.00	   53.00
   85.00	   26.00
   68.00	   53.00
   67.00	   48.00
   69.00	   52.00
   87.00	   39.00
   80.00	   46.00
   70.00	   51.00
   82.00	   52.00
   69.00	   56.00
   86.00	   47.00
   89.00	   52.00
   73.00	   52.00
   70.00	   23.00
   96.00	   42.00
   90.00	   54.00
   78.00	   31.00
   69.00	   39.00
   80.00	   39.00
   79.00	   27.00
   63.00	   49.00
   67.00	   39.00
   89.00	   34.00
   72.00	   27.00
   80.00	   52.00
   91.00	   34.00
   81.00	   21.00
   68.00	   24.00
   87.00	   45.00
   80.00	   25.00
   82.00	   33.00
   87.00	   40.00
   79.00	   46.00
   77.00	   26.00
   66.00	   35.00
   61.00	   46.00
   63.00	   43.00
   90.00	   36.00
   74.00	   46.00
   75.00	   51.00
   79.00	   32.00
   93.00	   52.00
   82.00	   49.00
   82.00	   44.00
   96.00	   51.00
   77.00	   28.00
   90.00	   35.00
   83.00	   42.00
   79.00	   24.00
   74.00	   30.00
   83.00	   35.00
   76.00	   33.00
   96.00	   33.00
   93.00	   42.00
   64.00	   51.00
   88.00	   58.00
   76.00	   56.00
   80.00	   35.00
   77.00	   33.00
   86.00	   45.00
   80.00	   29.00
   76.00	   44.00
   77.00	   33.00
   65.00	   43.00
   73.00	   47.00
   70.00	   37.00
   64.00	   40.00
   85.00	   32.00
   91.00	   52.00
   65.00	   32.00
   74.00	   44.00
   74.00	   31.00
   73.00	   45.00
   70.00	   47.00
   67.00	   45.00
   88.00	   54.00
   75.00	   23.00
   77.00	   54.00
   85.00	   25.00
   70.00	   51.00
   71.00	   53.00
   71.00	   36.00
   87.00	   50.00
   81.00	   29.00
   64.00	   46.00
   64.00	   51.00
   86.00	   48.00
   86.00	   52.00
   63.00	   36.00
   71.00	   52.00
   74.00	   42.00
   67.00	   54.00
   83.00	   55.00
   88.00	   56.00
   77.00	   36.00
   75.00	   36.00
   74.00	   51.00
   72.00	   50.00
   76.00	   50.00
   97.00	   37.00
   72.00	   39.00
   90.00	   39.00
   78.00	   33.00
   96.00	   35.00
   78.00	   23.00
   92.00	   26.00
   75.00	   48.00
   71.00	   23.00
   75.00	   23.00
   96.00	   36.00
   73.00	   49.00
   75.00	   53.00
   83.00	   58.00
   83.00	   39.00
   77.00	   34.00
   92.00	   29.00
   77.00	   30.00
   87.00	   33.00
   92.00	   49.00
   87.00	   42.00
   85.00	   37.00
   72.00	   35.00
   61.00	   35.00
   67.00	   35.00
   87.00	   48.00
   81.00	   38.00
   61.00	   34.00
   84.00	   42.00
   65.00	   33.00
   86.00	   35.00
   93.00	   35.00
   62.00	   47.00
   93.00	   55.00
   93.00	   46.00
   75.00	   48.00
   64.00	   39.00
   67.00	   30.00
   70.00	   44.00
   64.00	   50.00
   65.00	   27.00
   93.00	   47.00
   79.00	   51.00
   83.00	   45.00
   79.00	   50.00
   83.00	   49.00
   67.00	   47.00
   64.00	   52.00
   67.00	   29.00
   88.00	   47.00
   67.00	   50.00
   72.00	   30.00
   85.00	   30.00
   96.00	   46.00
   87.00	   58.00
   77.00	   23.00
   73.00	   29.00
   74.00	   40.00
   74.00	   47.00
   81.00	   50.00
   74.00	   58.00
   78.00	   55.00
   70.00	   48.00
   64.00	   33.00
   93.00	   36.00
   68.00	   36.00
   74.00	   43.00
   76.00	   23.00
   78.00	   48.00
   69.00	   41.00
   69.00	   46.00
   80.00	   42.00
   93.00	   26.00
   71.00	   56.00
   78.00	   46.00
   80.00	   56.00
   66.00	   42.00
   76.00	   29.00
   64.00	   29.00
   83.00	   36.00
   72.00	   49.00
   82.00	   51.00
   63.00	   34.00
   75.00	   46.00
   63.00	   30.00
   88.00	   36.00
   78.00	   36.00
   67.00	   32.00
   81.00	   52.00
   63.00	   32.00
   80.00	   51.00
   78.00	   31.00
   96.00	   43.00
   67.00	   46.00
   74.00	   21.00
   70.00	   57.00
   85.00	   33.00
   87.00	   39.00
   80.00	   32.00
   77.00	   28.00
   69.00	   25.00
   67.00	   26.00
   77.00	   49.00
   74.00	   39.00
   84.00	   26.00
   89.00	   43.00
   74.00	   38.00
   62.00	   33.00
   70.00	   26.00
   91.00	   35.00
   84.00	   30.00
   76.00	   55.00
   92.00	   43.00
   65.00	   37.00
   72.00	   50.00
   65.00	   51.00
   85.00	   28.00
   78.00	   21.00
   66.00	   48.00
   67.00	   33.00
   90.00	   49.00
   76.00	   51.00
   63.00	   30.00
   69.00	   53.00
   62.00	   36.00
   86.00	   34.00
   67.00	   37.00
   90.00	   53.00
   78.00	   28.00
   88.00	   29.00
   90.00	   33.00
   96.00	   49.00
   64.00	   47.00
   72.00	   46.00
   70.00	   45.00
   74.00	   37.00
   78.00	   38.00
   61.00	   34.00
   74.00	   48.00
   74.00	   26.00
   82.00	   25.00
   93.00	   51.00
   74.00	   36.00
   80.00	   54.00
   61.00	   36.00
   82.00	   48.00
   78.00	   55.00
   82.00	   55.00
   74.00	   46.00
   64.00	   35.00
   83.00	   26.00
   74.00	   54.00
   93.00	   33.00
   66.00	   32.00
   67.00	   43.00
   65.00	   29.00
   73.00	   37.00
   74.00	   32.00
   84.00	   36.00
   67.00	   32.00
   80.00	   23.00
   81.00	   36.00
   85.00	   50.00
   83.00	   57.00
   84.00	   32.00
   79.00	   35.00
   87.00	   25.00
   75.00	   24.00
   74.00	   32.00
   83.00	   30.00
   83.00	   41.00
   61.00	   45.00
   68.00	   46.00
   82.00	   22.00
   64.00	   48.00
   80.00	   30.00
   72.00	   47.00
   83.00	   50.00
   81.00	   24.00
   92.00	   37.00
   77.00	   39.00
   61.00	   34.00
   64.00	   31.00
   64.00	   42.00
   74.00	   44.00
   88.00	   22.00
   65.00	   39.00
   83.00	   33.00
   61.00	   40.00
   71.00	   24.00
   61.00	   37.00
   77.00	   51.00
   61.00	   42.00
   65.00	   38.00
   67.00	   39.00
   69.00	   39.00
   80.00	   20.00
   72.00	   52.00
   68.00	   56.00
   82.00	   50.00
   64.00	   32.00
   81.00	   36.00
   96.00	   39.00
   90.00	   50.00
   74.00	   50.00
   82.00	   35.00
   88.00	   28.00
   77.00	   41.00
   73.00	   37.00
   80.00	   46.00
   71.00	   51.00
   87.00	   26.00
   86.00	   49.00
   79.00	   51.00
   77.00	   43.00
   93.00	   52.00
   65.00	   28.00
   76.00	   52.00
   67.00	   54.00
   74.00	   51.00
   87.00	   36.00
   75.00	   52.00
   70.00	   49.00
   76.00	   54.00
   67.00	   49.00
   73.00	   47.00
   81.00	   50.00
   74.00	   46.00
   70.00	   42.00
   76.00	   21.00
   68.00	   36.00
   70.00	   36.00
   73.00	   45.00
   70.00	   30.00
   66.00	   29.00
   71.00	   24.00
   75.00	   31.00
   83.00	   22.00
   93.00	   36.00
   89.00	   26.00
   83.00	   33.00
   90.00	   35.00
   93.00	   45.00
   80.00	   37.00
   90.00	   39.00
   83.00	   51.00
   88.00	   29.00
   88.00	   47.00
   87.00	   23.00
   84.00	   53.00
   83.00	   46.00
   90.00	   48.00
   70.00	   33.00
   83.00	   37.00
   73.00	   26.00
   83.00	   23.00
   85.00	   31.00
   82.00	   38.00
   82.00	   39.00
   93.00	   52.00
   66.00	   49.00
   68.00	   32.00
   96.00	   30.00
   77.00	   51.00
   87.00	   27.00
   66.00	   40.00
   70.00	   28.00
   71.00	   44.00
   61.00	   42.00
   70.00	   31.00
   90.00	   49.00
   64.00	   48.00
   77.00	   46.00
   70.00	   54.00
   81.00	   42.00
   64.00	   46.00
   70.00	   39.00
   64.00	   49.00
   83.00	   42.00
   78.00	   22.00
   74.00	   48.00
   68.00	   45.00
   72.00	   32.00
   74.00	   25.00
   78.00	   41.00
   65.00	   45.00
