   33.00	   39.00
   30.00	   42.00
   39.00	   22.00
   16.00	   33.00
   21.00	   20.00
   37.00	   31.00
   42.00	   36.00
   32.00	   43.00
   38.00	   35.00
   40.00	   29.00
   30.00	   37.00
   18.00	   30.00
   42.00	   30.00
   33.00	   42.00
   21.00	   38.00
   32.00	   28.00
   38.00	   39.00
   22.00	   21.00
   32.00	   30.00
   24.00	   21.00
   34.00	   20.00
   34.00	   29.00
   31.00	   41.00
   27.00	   35.00
   26.00	   25.00
   21.00	   24.00
   18.00	   21.00
   27.00	   32.00
   34.00	   41.00
   34.00	   16.00
   18.00	   38.00
   36.00	   39.00
   41.00	   32.00
   24.00	   34.00
   23.00	   31.00
   37.00	   29.00
   30.00	   20.00
   17.00	   29.00
   19.00	   34.00
   17.00	   36.00
   25.00	   23.00
   38.00	   22.00
